Nombre Entidad,NIT Entidad,Nivel,Orden,Municipio,Numero de Resolucion,Documento Contratista,Nombre Contratista,Numero de Contrato,Valor Sancion,Fecha de Publicacion,Fecha de Firmeza,Fecha de Cargue,Ruta de Proceso
FONDO ROTATORIO DEL DANE,800072977,NACIONAL,NACIONAL DESCENTRALIZADO,Medellín,RESOLUCION No.68 del 15 de octubre de 2019,71632736,JUAN MARIO RESTREPO PUERTA,065 DE 2019 FONDANE,1222655,10/15/2019 12:00:00 AM,12/31/2019 12:00:00 AM,12/31/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189258
FONDO ROTATORIO DEL DANE,800072977,NACIONAL,NACIONAL DESCENTRALIZADO,Medellín,RESOLUCION No.68 del 15 de octubre de 2019,71632736,JUAN MARIO RESTREPO PUERTA,065 DE 2019 FONDANE,1222655,10/15/2019 12:00:00 AM,12/31/2019 12:00:00 AM,12/31/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189259
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,002,8305036626,SOCIEDAD DE INVERSIONES ZAMBRANO LTDA ¿ SIZAM LTDA,424-00-A-COFAC-DINSA-2008,15352742,03/10/2014 12:00:00 AM,04/01/2014 12:00:00 AM,05/08/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618631
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,008,900911901-5,CONSORCIO HELIPUERTOS,234-00-A-COFAC-DINSA-2015,680445082,01/05/2018 12:00:00 AM,01/09/2018 12:00:00 AM,01/15/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186575
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Cali,05 SUJEM¿DECON-17.2,900.143.001-6,FUNDACION INTERNACIONAL DE APOYO AL DESARROLLO SOC,055-00-J-EMAVI-GRUAL-2014,15957730,11/05/2014 12:00:00 AM,11/24/2014 12:00:00 AM,02/23/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181803
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Cali,05 SUJEM¿DECON-17.2,900.143.001-6,FUNDACION INTERNACIONAL DE APOYO AL DESARROLLO SOC,055-00-J-EMAVI-GRUAL-2014,2836929,11/05/2014 12:00:00 AM,11/24/2014 12:00:00 AM,02/23/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181804
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Cali,06 SUJEM¿DECON-17.2,900.143.001-6,FUNDACION INTERNACIONAL DE APOYO AL DESARROLLO SOC,055-00-J-EMAVI-GRUAL-2014,15957730,11/12/2014 12:00:00 AM,12/01/2014 12:00:00 AM,02/23/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181805
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Cali,06 SUJEM¿DECON-17.2,900.143.001-6,FUNDACION INTERNACIONAL DE APOYO AL DESARROLLO SOC,055-00-J-EMAVI-GRUAL-2014,4018983,11/12/2014 12:00:00 AM,12/01/2014 12:00:00 AM,02/23/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181806
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Leticia,005,900274049-0,SICLA LTDA,031-00-T-GAAMA-ESCTE-2015,3318383,08/24/2015 12:00:00 AM,08/25/2015 12:00:00 AM,10/02/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182731
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Puerto Salgar,RESOLUCIÓN No.  005-003-00-D-CACOM-1-GRUSE-2016,80310124,LUIS GUILLERMO CADENA,". 003-00-D-CACOM-1-GRUSE-2016,",1330573,11/16/2016 12:00:00 AM,11/16/2016 12:00:00 AM,11/29/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184697
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Puerto Salgar,RESOLUCIÓN No.  005-003-00-D-CACOM-1-GRUSE-2016,80310124,LUIS GUILLERMO CADENA,". 003-00-D-CACOM-1-GRUSE-2016,",1330573,11/16/2016 12:00:00 AM,11/29/2016 12:00:00 AM,11/29/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184696
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,San Andrés,004-027-00-N-GACAR-ESALO-2017,40989431,GRISELDA INGRID TORREGROZA ALMEIDA,027-00-N-GACAR-ESALO-2017,2605804,09/28/2017 12:00:00 AM,10/12/2017 12:00:00 AM,10/13/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186177
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,San Andrés,RESOLUCION 001,900274049-0,SOLUCIONES INDUSTRIALES COMERCIALES LOGISTICAS AER,038-00-N-GACAR-ESCTE-2015,3110238,07/13/2015 12:00:00 AM,07/31/2015 12:00:00 AM,10/20/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182792
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,San Andrés,RESOLUCION 005,900274049-0,SOLUCIONES INDUSTRIALES COMERCIALES LOGISTICAS AER,038-00-N-GACAR-ESCTE-2015,3110238,09/11/2015 12:00:00 AM,10/08/2015 12:00:00 AM,10/20/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182793
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,San Andrés,RESOLUCIÓN No.005,900228453-8,AIRTEAMTECH LTDA.,027-00-N-ESTEC-GACAR-2014,1200000,10/15/2014 12:00:00 AM,10/29/2014 12:00:00 AM,10/29/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181385
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Solano,Resolución No. 05,9007911084,AS INGENIEROS SAS,058-00-I-CACOM-6-GRUEA-2017,590204,11/10/2017 12:00:00 AM,11/14/2017 12:00:00 AM,12/18/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186455
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Villavicencio,005 del 05 de Diciembre de 2019,901.144.306-5,DIGITAL CENTER VENTAS E IMPORTACIONES JE SAS.,023-00-E-CACOM-2-GRUAL-2019,1436568,12/05/2019 12:00:00 AM,12/05/2019 12:00:00 AM,12/06/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189159
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Villavicencio,RESOLUCION N. 006,9001904588,SERVIPOSTAL LOGISTICA NACIONAL SAS REGIONAL LLANOS,098-00-E-CACOM-2-AYUPE-2014,6315201,02/18/2016 12:00:00 AM,03/30/2016 12:00:00 AM,04/25/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183433
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Villavicencio,RESOLUCIÓN No.004,9006800438,IRS SOLUCIONES INTEGRALES S. A.S,038-00-E-CACOM-2-GRUSE-25-2016,0,08/04/2016 12:00:00 AM,09/23/2016 12:00:00 AM,10/04/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184255
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Yopal,003-051-00-S-GACAS-ESAL0-2013,9002832377,UNIVERSAL DE INDUSTRIAS LTDA,051-00-S-GACAS-ESAL0-2013,2146000,08/21/2014 12:00:00 AM,10/07/2014 12:00:00 AM,07/06/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182310
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Yopal,006-051-00-S-GACAS-ESAL0-2013,9002832377,UNIVERSAL DE INDUSTRIAS LTDA,051-00-S-GACAS-ESAL0-2013,5461837,12/30/2014 12:00:00 AM,03/02/2015 12:00:00 AM,07/06/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182311
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,Yopal,008-002-00-S-GACAS-ESTEC-2016,9002284538,AIRTEAMTECH,002-00-GACAS-ESTEC-2016,20285864,08/22/2017 12:00:00 AM,11/22/2017 12:00:00 AM,11/07/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186258
GUAINÍA - ALCALDÍA MUNICIPIO DE INÍRIDA,892099105,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Inírida,855,19001536,JUAN JAIRO CHINGATE TORRES,031,758409,08/25/2014 12:00:00 AM,08/25/2014 12:00:00 AM,09/02/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181097
GUAVIARE - ALCALDÍA MUNICIPIO DE SAN JOSÉ DEL GUAVIARE,800083233-7,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,San José del Guaviare,471,900.628.331-4,CONSORCIO ELECTRICO 2013,143-2014,7605851,06/18/2014 12:00:00 AM,06/19/2014 12:00:00 AM,07/08/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618897
GUAVIARE - GOBERNACIÓN,800103196,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,San José del Guaviare,255,900898701,UNION TEMPORAL MALOKAS 2015,1026-2015,27989683,02/28/2022 12:00:00 AM,02/28/2022 12:00:00 AM,09/07/2022 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261811102
HOSPITAL MILITAR CENTRAL (HOMIC),830040256,NACIONAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,0527 DEL 31-05-2017,8000992835,DROSERVICIO LTDA,203/2014,51640190,05/31/2017 12:00:00 AM,05/31/2017 12:00:00 AM,06/15/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185775
HOSPITAL MILITAR CENTRAL (HOMIC),830040256,NACIONAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,1132  DEL 19-10-18,9007291003,CIMA,217-2015,50649670,10/19/2018 12:00:00 AM,10/19/2018 12:00:00 AM,11/07/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187817
HOSPITAL MILITAR CENTRAL (HOMIC),830040256,NACIONAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,1193,1030673674,JOAN SEBASTIAN SALAZAR RODRIGUEZ,6984/2017,1164410,11/06/2018 12:00:00 AM,11/27/2018 12:00:00 AM,01/03/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187977
HOSPITAL MILITAR CENTRAL (HOMIC),830040256,NACIONAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,1223,10524822,JAIME NATERA HOYOS,236/2017,697850,11/09/2018 12:00:00 AM,11/09/2018 12:00:00 AM,01/03/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187976
HOSPITAL MILITAR CENTRAL (HOMIC),830040256,NACIONAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,1466,1013621468,JEYSSON STIP VARGAS POLANIA,6628/2017,1794620,12/18/2018 12:00:00 AM,12/18/2018 12:00:00 AM,01/03/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187978
HOSPITAL MILITAR CENTRAL (HOMIC),830040256,NACIONAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,351/2016  Y 629/2016,8000992835,DROSERVICIO LTDA,203/2014,62050950,05/05/2016 12:00:00 AM,07/13/2016 12:00:00 AM,08/02/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183913
HOSPITAL MILITAR CENTRAL (HOMIC),830040256,NACIONAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,RESOLUCION 837 02-08-18,1085273518,JUAN DAVID VEGA CORTES,6559-2017,1718046,08/02/2018 12:00:00 AM,08/21/2018 12:00:00 AM,11/07/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187816
HUILA - ALCALDÍA MUNICIPIO DE YAGUARÁ,800099153-6,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Yaguará,RESOLUCION NO 063 DE 2021,901250529,SOLUTIONS SERVICIOS INTEGRALES S.A.S,CONTRATO DE COMPRAVENTA NO 195 DE 2020,885000,02/17/2021 12:00:00 AM,02/17/2021 12:00:00 AM,04/26/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810378
HUILA - ALCALDÍA MUNICIPIO DE YAGUARÁ,800099153-6,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Yaguará,RESOLUCION NO 064 DE 2021,901250529,SOLUTIONS SERVICIOS INTEGRALES S.A.S,CONTRATO DE COMPRAVENTA NO 206 DE 2020,1528920,02/17/2021 12:00:00 AM,02/17/2021 12:00:00 AM,04/26/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810379
HUILA - ALCALDÍA MUNICIPIO DE YAGUARÁ,800099153-6,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Yaguará,RESOLUCION No. 104 DE 2017,900744550,CONSORCIO MEGAOBRAS YAGUARA,CONTRATO DE OBRA PUBLICA NO. 007 DE 2014,1161378983,03/15/2017 12:00:00 AM,05/18/2017 12:00:00 AM,12/04/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189976
HUILA - CONCEJO MUNICIPAL DE YAGUARA,800097180-6,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yaguará,RESOLUCION No. 022 DE 2021,901.250.529-4,SOLUTIONS SERVICIOS INTEGRALES SAS,CONTRATO COMPRAVENTA 004 DE 2020,1492200,03/29/2021 12:00:00 AM,03/29/2021 12:00:00 AM,06/04/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810441
HUILA - GOBERNACIÓN,800103913,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Neiva,RESOLUCION 01 DE 2018,900922333,CONSORCIO ALTO DE LOS IDOLOS,CONTRATO 076 DE 2016,72982849,02/05/2018 12:00:00 AM,02/05/2018 12:00:00 AM,06/20/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188597
HUILA - GOBERNACIÓN,800103913,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Neiva,RESOLUCION 01 DE 2019,900922333,CONSORCIO ALTO DE LOS IDOLOS,CONTRATO 076 DE 2016,9855616,02/19/2019 12:00:00 AM,02/19/2019 12:00:00 AM,06/20/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188598
HUILA - GOBERNACIÓN,800103913,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Neiva,RESOLUCION 01 DEL 2017,813009568,COOPERTATIVA DE PROFESIONALES DE COLOMBIA,CONTRATO 0626 DEL 2016,104680627,08/22/2017 12:00:00 AM,08/22/2017 12:00:00 AM,08/25/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186021
HUILA - GOBERNACIÓN,800103913,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Neiva,RESOLUCION 02 DE 2019,813009568,COOPERATIVA DE PROFESIONALES DE COLOMBIA,626 DEL 2016,146138591,04/03/2019 12:00:00 AM,04/03/2019 12:00:00 AM,05/21/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188496
HUILA - GOBERNACIÓN,800103913,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Neiva,RESOLUCION 03 DE 2018,900922333,CONSORCIO ALTO DE LOS IDOLOS,CONTRATO 076 DE 2016,33364155,07/18/2018 12:00:00 AM,07/18/2018 12:00:00 AM,06/20/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188599
HUILA - GOBERNACIÓN,800103913,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Neiva,RESOLUCION 06 DE 2017,900580800,COLOMBIA FERREELECTRICAS,CONTRATO 1066 DEL 2016,40824597,10/09/2017 12:00:00 AM,10/09/2017 12:00:00 AM,06/20/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188596
HUILA - GOBERNACIÓN,800103913,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Tello,RESOLUCION 03 DEL 2017,900921369,CONSORCIO VIASCOL 2016,CONTRATO 1193 DEL 2015,1495310431,09/05/2017 12:00:00 AM,09/05/2017 12:00:00 AM,01/09/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186556
HUILA - INSTITUCION  EDUCATIVA LAS JUNTAS - SANTA MARIA,813012135,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Santa María,4,55.173.717,ANYELA PATRICIA MEDINA PINTO,4,2000,06/13/2019 12:00:00 AM,06/13/2019 12:00:00 AM,02/11/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189378
INDUMIL - INDUSTRIA MILITAR,899999044,NACIONAL,NACIONAL CENTRALIZADO,La Jagua de Ibirico,Resolucion 146 de 2019 - Resolucion 149 de 2019,8300224625,ORICA COLOMBIA S.A.S,ACUERDO DE COOPRODUCCION 1996,48030986375,06/26/2019 12:00:00 AM,07/02/2019 12:00:00 AM,07/04/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188636
INSTITUTO COLOMBIANO AGROPECUARIO (ICA),899999069,NACIONAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,040015,1105673572,OSCAR ALEXANDER JIMENEZ MANTHA,3298-2017,412050,02/19/2018 12:00:00 AM,03/07/2018 12:00:00 AM,03/07/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186836
INSTITUTO COLOMBIANO AGROPECUARIO (ICA),899999069,NACIONAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,040178,8300655524,TECNI - REPUESTOS INDUSTRIALES LTDA,GGC-114-2014,46244000,09/05/2018 12:00:00 AM,09/06/2018 12:00:00 AM,09/10/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187576
INSTITUTO COLOMBIANO AGROPECUARIO (ICA),899999069,NACIONAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,040222,9001134022,UT SOAIN GTS SOPORTE ICA,GGC-180-2017,4494420,12/18/2018 12:00:00 AM,12/20/2018 12:00:00 AM,12/21/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187943
INSTITUTO COLOMBIANO AGROPECUARIO (ICA),899999069,NACIONAL,NACIONAL DESCENTRALIZADO,Ibagué,040025,1110520353,FABIO HUMBERTO PRIETO REINA,2861-2018,178667,05/24/2018 12:00:00 AM,05/25/2018 12:00:00 AM,05/25/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187180
INSTITUTO COLOMBIANO AGROPECUARIO (ICA),899999069,NACIONAL,NACIONAL DESCENTRALIZADO,Mosquera,040011,9010214501,UNION TEMPORAL AGUAS RESIDUALES MOSQUERA,GGC-128-2016,7889685,02/15/2018 12:00:00 AM,02/15/2018 12:00:00 AM,02/22/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186777
INSTITUTO COLOMBIANO AGROPECUARIO (ICA),899999069,NACIONAL,NACIONAL DESCENTRALIZADO,Neiva,030246,52433263,OLGA CAROLINA POSADA PRADA,GGC-1117-2017,498176,08/24/2017 12:00:00 AM,08/25/2017 12:00:00 AM,09/14/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186063
INSTITUTO COLOMBIANO AGROPECUARIO (ICA),899999069,NACIONAL,NACIONAL DESCENTRALIZADO,Tuluá,040023,8001963498,CONSTRUCTORA LA DIANA LTDA,VAL-MC-023-2017,769308,05/10/2018 12:00:00 AM,05/11/2018 12:00:00 AM,05/22/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187177
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,Algeciras,4909 del 23 de diciembre de 2019,8911027775,ASOCIACION DE PADRES DE FAMILIA DEL HOGAR INFANTIL,41-083-2019,1585950,12/23/2019 12:00:00 AM,12/23/2019 12:00:00 AM,12/27/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189240
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,Alpujarra,425,900265071,FUNDACION IMIX,158-2019,86135,03/25/2021 12:00:00 AM,03/25/2021 12:00:00 AM,03/25/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810321
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,Anserma,2115,810005111,COOPSALUDCOM,17-0206-2018,9273718,10/29/2020 12:00:00 AM,11/25/2020 12:00:00 AM,11/25/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189940
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,Barbacoas,01884,814006325-9,FUNDACION EMSSANAR,52-087-2015,8109887,07/15/2016 12:00:00 AM,09/21/2016 12:00:00 AM,05/16/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185624
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,1338,800075498,ASOCIACION DE PADRES  DE HOGARES BARRIO CASABIANCA,1735-2018,4821169,05/29/2020 12:00:00 AM,06/05/2020 12:00:00 AM,06/16/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189638
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,8076 DEL 9 DE OCTUBRE DE 2015,900739985-7,UNION TEMPORAL INUCOL,2-1104-2014,217490100,10/09/2015 12:00:00 AM,10/13/2015 12:00:00 AM,11/06/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182876
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,RESOLUCIÓN No. 1191 - 25 DE ABRIL - 2016,830017343,REFRIPLAST LTDA,11-1297-2016,2689500,04/25/2016 12:00:00 AM,05/02/2016 12:00:00 AM,06/15/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183676
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,Cereté,RESOLUCION 2110 DEL 22 JUNIO DE 2017,900642214,FUNDACION MULTIACTIVA LAS MORAS SIGLA FUMLAMOR,23/2016/286,42000852,06/22/2017 12:00:00 AM,11/23/2017 12:00:00 AM,11/23/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186355
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,Chinchiná,02946 DEL 11/07/2019,810005111,COOPSALUDCOM,17-0397-2017,79550781,07/11/2019 12:00:00 AM,07/23/2019 12:00:00 AM,07/24/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188696
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,Chinchiná,02946 DEL 11/07/2019,810005111,COOPSALUDCOM,17-0397-2017,79550781,07/11/2019 12:00:00 AM,07/23/2019 12:00:00 AM,07/24/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188698
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,Chinchiná,02970 DEL 15/07/2019,810005111,COOPSALUDCOM,17-0408-2017,38068124,07/15/2019 12:00:00 AM,07/23/2019 12:00:00 AM,07/24/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188701
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,Chinchiná,1504,810005111,COOPSALUDCOM,17-0158-2018,19720698,06/11/2020 12:00:00 AM,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189658
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,Chinchiná,1505,810005111,COOPSALUDCOM,17-0193-2018,50962088,06/11/2020 12:00:00 AM,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189660
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,Chinchiná,2700,890801990,CHINCHINA,170130,6022511,05/15/2018 12:00:00 AM,08/06/2018 12:00:00 AM,08/17/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187459
